Date,Open,High,Low,Close,Adj Close,Volume
2022-01-21,15694.820313,15728.290039,15456.870117,15603.879883,15603.879883,105899500
2022-01-24,15499.610352,15587.389648,14952.669922,15011.129883,15011.129883,115815500
2022-01-25,15139.070313,15205.750000,14979.110352,15123.870117,15123.870117,86066500
2022-01-26,15273.059570,15524.959961,15272.870117,15459.389648,15459.389648,82970700
2022-01-27,15229.980469,15582.450195,15197.530273,15524.269531,15524.269531,105993600
2022-01-28,15411.860352,15416.589844,15122.650391,15318.950195,15318.950195,91381200
2022-01-31,15506.790039,15566.379883,15338.190430,15471.200195,15471.200195,88305600
2022-02-01,15620.559570,15687.959961,15537.049805,15619.389648,15619.389648,74929400
2022-02-02,15689.160156,15736.519531,15604.990234,15613.769531,15613.769531,66319500
2022-02-03,15565.940430,15602.500000,15367.160156,15368.469727,15368.469727,104951100
2022-02-04,15410.730469,15423.940430,15060.480469,15099.559570,15099.559570,93799100
2022-02-07,15220.080078,15256.080078,15076.889648,15206.639648,15206.639648,71120600
2022-02-08,15221.700195,15338.000000,15158.799805,15242.379883,15242.379883,80957900
2022-02-09,15356.950195,15513.940430,15351.480469,15482.009766,15482.009766,85342900
2022-02-10,15597.059570,15614.469727,15413.370117,15490.440430,15490.440430,94694700
2022-02-11,15353.860352,15511.339844,15308.690430,15425.120117,15425.120117,100055100
2022-02-14,15065.730469,15150.540039,14844.099609,15113.969727,15113.969727,119705200
2022-02-15,15077.320313,15418.410156,15068.330078,15412.709961,15412.709961,83214500
2022-02-16,15431.269531,15542.839844,15374.000000,15396.070313,15396.070313,31633100
2022-02-17,15404.139648,15440.080078,15206.400391,15267.629883,15267.629883,78678300
2022-02-18,15278.660156,15317.389648,14989.049805,15042.509766,15042.509766,87529800
2022-02-21,15186.629883,15192.469727,14617.660156,14731.120117,14731.120117,78145800
2022-02-22,14365.059570,14782.160156,14357.860352,14693.000000,14693.000000,115316300
2022-02-23,14754.219727,14901.089844,14586.349609,14631.360352,14631.360352,89094500
2022-02-24,13989.410156,14221.709961,13807.280273,14052.099609,14052.099609,219860100
2022-02-25,14230.089844,14567.620117,14027.929688,14567.230469,14567.230469,160377100
2022-02-28,14263.730469,14510.769531,14106.889648,14461.019531,14461.019531,160848700
2022-03-01,14404.219727,14448.610352,13904.849609,13904.849609,13904.849609,145245900
2022-03-02,13836.929688,14114.790039,13707.860352,14000.110352,14000.110352,158825300
2022-03-03,13990.250000,14057.150391,13669.099609,13698.400391,13698.400391,118913500
2022-03-04,13485.980469,13562.599609,13094.540039,13094.540039,13094.540039,178566000
2022-03-07,12614.080078,13150.349609,12438.849609,12834.650391,12834.650391,192412700
2022-03-08,12673.889648,13106.780273,12672.000000,12831.509766,12831.509766,172923800
2022-03-09,13215.059570,13847.929688,13199.679688,13847.929688,13847.929688,177828900
2022-03-10,13819.440430,13829.969727,13341.790039,13442.099609,13442.099609,148856700
2022-03-11,13479.690430,13943.969727,13407.969727,13628.110352,13628.110352,130836100
2022-03-14,13827.219727,14082.059570,13815.799805,13929.110352,13929.110352,118949300
2022-03-15,13768.440430,13974.839844,13577.809570,13917.269531,13917.269531,101279000
2022-03-16,14245.769531,14553.099609,14183.259766,14440.740234,14440.740234,138610100
2022-03-17,14500.049805,14509.230469,14243.940430,14388.059570,14388.059570,96870400
2022-03-18,14374.410156,14413.089844,14109.790039,14413.089844,14413.089844,181197700
2022-03-21,14385.820313,14457.299805,14306.259766,14326.969727,14326.969727,69806300
2022-03-22,14365.669922,14508.009766,14343.339844,14473.200195,14473.200195,79554100
2022-03-23,14532.839844,14539.309570,14226.429688,14283.650391,14283.650391,76384100
2022-03-24,14305.799805,14375.820313,14187.820313,14273.790039,14273.790039,77315500
2022-03-25,14332.259766,14428.030273,14247.379883,14305.759766,14305.759766,73042400
2022-03-28,14376.000000,14627.580078,14371.900391,14417.370117,14417.370117,70588000
2022-03-29,14592.740234,14925.250000,14553.709961,14820.330078,14820.330078,99659400
2022-03-30,14712.320313,14744.719727,14555.870117,14606.049805,14606.049805,76506500
2022-03-31,14674.830078,14732.000000,14404.030273,14414.750000,14414.750000,88194400
2022-04-01,14447.780273,14506.019531,14403.089844,14446.480469,14446.480469,72477600
2022-04-04,14503.959961,14535.070313,14334.099609,14518.160156,14518.160156,69362800
2022-04-05,14504.799805,14603.440430,14347.330078,14424.360352,14424.360352,79130600
2022-04-06,14402.160156,14437.910156,14027.179688,14151.690430,14151.690430,104304600
2022-04-07,14187.129883,14315.349609,14069.530273,14078.150391,14078.150391,84791200
2022-04-08,14275.870117,14321.820313,14178.280273,14283.669922,14283.669922,74244800
2022-04-11,14162.969727,14298.019531,14094.830078,14192.780273,14192.780273,69814800
2022-04-12,13956.559570,14180.089844,13887.110352,14124.950195,14124.950195,104676200
2022-04-13,14062.700195,14100.030273,13961.950195,14076.440430,14076.440430,80458200
2022-04-14,14098.480469,14198.780273,14038.299805,14163.849609,14163.849609,87530500
2022-04-19,14057.429688,14199.089844,13991.700195,14153.459961,14153.459961,70608100
2022-04-20,14154.480469,14362.030273,14149.679688,14362.030273,14362.030273,75486900
2022-04-21,14376.049805,14598.110352,14374.589844,14502.410156,14502.410156,78397500
2022-04-22,14320.509766,14372.469727,14142.089844,14142.089844,14142.089844,82415500
2022-04-25,13908.049805,14037.629883,13863.389648,13924.169922,13924.169922,85275400
2022-04-26,14087.080078,14112.839844,13749.679688,13756.400391,13756.400391,98346100
2022-04-27,13760.219727,13849.429688,13566.200195,13793.940430,13793.940430,134621900
2022-04-28,13907.059570,14074.709961,13822.160156,13979.839844,13979.839844,97665400
2022-04-29,14095.929688,14187.019531,14038.549805,14097.879883,14097.879883,102033100
2022-05-02,13996.820313,14036.110352,13778.129883,13939.070313,13939.070313,85974500
2022-05-03,13958.919922,14081.150391,13920.459961,14039.469727,14039.469727,86472700
2022-05-04,14020.900391,14073.209961,13970.620117,13970.820313,13970.820313,71631100
2022-05-05,14282.769531,14315.240234,13857.580078,13902.519531,13902.519531,86031700
2022-05-06,13832.650391,13851.450195,13592.150391,13674.290039,13674.290039,96547800
2022-05-09,13624.919922,13697.900391,13380.669922,13380.669922,13380.669922,82759800
2022-05-10,13550.019531,13719.950195,13514.490234,13534.740234,13534.740234,84927900
2022-05-11,13587.290039,13829.099609,13508.559570,13828.639648,13828.639648,107719800
2022-05-12,13512.129883,13808.089844,13479.360352,13739.639648,13739.639648,110587600
2022-05-13,13837.419922,14034.150391,13795.639648,14027.929688,14027.929688,90805300
2022-05-16,13986.169922,14043.099609,13864.950195,13964.379883,13964.379883,67914800
2022-05-17,14072.669922,14203.089844,14056.980469,14185.940430,14185.940430,71183700
2022-05-18,14197.179688,14226.469727,13999.540039,14007.759766,14007.759766,69356900
2022-05-19,13822.349609,13882.299805,13683.589844,13882.299805,13882.299805,82304500
2022-05-20,13968.259766,14161.320313,13944.160156,13981.910156,13981.910156,83084600
2022-05-23,14179.839844,14217.480469,14026.139648,14175.400391,14175.400391,60577400
2022-05-24,14043.219727,14105.059570,13917.080078,13919.750000,13919.750000,70956400
2022-05-25,14022.269531,14053.589844,13871.480469,14007.929688,14007.929688,64007200
2022-05-26,14025.440430,14253.610352,14025.440430,14231.290039,14231.290039,57436000
2022-05-27,14289.530273,14463.500000,14246.830078,14462.190430,14462.190430,71341500
2022-05-30,14572.799805,14589.450195,14509.580078,14575.980469,14575.980469,54721200
2022-05-31,14513.339844,14547.089844,14359.389648,14388.349609,14388.349609,146716000
2022-06-01,14478.370117,14489.000000,14329.509766,14340.469727,14340.469727,68008900
2022-06-02,14394.360352,14492.780273,14393.040039,14485.169922,14485.169922,50049600
2022-06-03,14585.179688,14589.910156,14443.110352,14460.089844,14460.089844,46395500
2022-06-06,14576.870117,14709.379883,14548.259766,14653.809570,14653.809570,38135700
2022-06-07,14569.299805,14590.690430,14458.339844,14556.620117,14556.620117,51840700
2022-06-08,14595.780273,14602.059570,14378.500000,14445.990234,14445.990234,61851500
2022-06-09,14364.589844,14420.730469,14186.929688,14198.799805,14198.799805,64865200
2022-06-10,14110.030273,14121.070313,13749.769531,13761.830078,13761.830078,89335800
2022-06-13,13564.469727,13648.839844,13379.870117,13427.030273,13427.030273,91214200
2022-06-14,13557.440430,13569.929688,13294.000000,13304.389648,13304.389648,78302700
2022-06-15,13480.500000,13566.799805,13358.400391,13485.290039,13485.290039,80763200
2022-06-16,13440.429688,13443.320313,13007.910156,13038.490234,13038.490234,104048800
2022-06-17,13092.849609,13237.700195,13020.419922,13126.259766,13126.259766,190391800
2022-06-20,13207.790039,13265.599609,13106.379883,13265.599609,13265.599609,54602700
2022-06-21,13335.150391,13443.769531,13273.200195,13292.400391,13292.400391,64763900
2022-06-22,13062.259766,13206.110352,12965.690430,13144.280273,13144.280273,76135600
2022-06-23,13082.620117,13120.309570,12912.589844,12912.589844,12912.589844,99254200
2022-06-24,12949.870117,13160.709961,12904.860352,13118.129883,13118.129883,95705800
2022-06-27,13217.900391,13378.419922,13126.860352,13186.070313,13186.070313,69024800
2022-06-28,13264.620117,13358.620117,13221.040039,13231.820313,13231.820313,61092900
2022-06-29,13089.990234,13132.360352,12946.759766,13003.349609,13003.349609,70350700
2022-06-30,12795.219727,12811.429688,12618.679688,12783.769531,12783.769531,114222900
2022-07-01,12627.660156,12894.379883,12623.230469,12813.030273,12813.030273,80285900
2022-07-04,12904.089844,12919.700195,12741.629883,12773.379883,12773.379883,52500200
2022-07-05,12851.290039,12870.240234,12390.950195,12401.200195,12401.200195,90489700
2022-07-06,12587.549805,12668.679688,12509.219727,12594.519531,12594.519531,78681400
2022-07-07,12757.629883,12867.709961,12693.650391,12843.219727,12843.219727,79392500
2022-07-08,12814.099609,13019.129883,12766.799805,13015.230469,13015.230469,75193100
2022-07-11,12783.089844,12934.870117,12774.230469,12832.440430,12832.440430,55461200
2022-07-12,12751.299805,12905.480469,12655.059570,12905.480469,12905.480469,65198400
2022-07-13,12800.870117,12851.900391,12625.219727,12756.320313,12756.320313,63030200
2022-07-14,12759.290039,12788.009766,12434.290039,12519.660156,12519.660156,72613000
2022-07-15,12562.150391,12875.669922,12532.940430,12864.719727,12864.719727,77498400
2022-07-18,12935.049805,13062.230469,12913.690430,12959.809570,12959.809570,61274100
2022-07-19,12884.830078,13351.200195,12827.889648,13308.410156,13308.410156,73418300
2022-07-20,13356.669922,13399.400391,13129.129883,13281.980469,13281.980469,75183800
2022-07-21,13261.820313,13318.639648,13097.750000,13246.639648,13246.639648,87886300
2022-07-22,13179.559570,13367.040039,13171.139648,13253.679688,13253.679688,76076400
2022-07-25,13183.240234,13337.059570,13151.860352,13210.320313,13210.320313,56561100
2022-07-26,13181.919922,13197.950195,13042.410156,13096.929688,13096.929688,58207700
2022-07-27,13158.639648,13204.580078,13089.959961,13166.379883,13166.379883,79894900
2022-07-28,13214.410156,13289.389648,13091.259766,13282.110352,13282.110352,74308800
2022-07-29,13353.280273,13515.030273,13340.589844,13484.049805,13484.049805,82631600
2022-08-01,13471.200195,13570.219727,13464.900391,13479.629883,13479.629883,57227900
2022-08-02,13419.190430,13484.549805,13335.389648,13449.200195,13449.200195,56681200
2022-08-03,13398.700195,13595.070313,13388.339844,13587.559570,13587.559570,63636000
2022-08-04,13629.700195,13792.879883,13628.570313,13662.679688,13662.679688,64719800
2022-08-05,13642.910156,13693.339844,13562.620117,13573.929688,13573.929688,62482000
2022-08-08,13703.379883,13745.589844,13604.549805,13687.690430,13687.690430,51639200
2022-08-09,13703.379883,13745.589844,13514.709961,13534.969727,13534.969727,51015000
2022-08-10,13482.629883,13715.559570,13455.700195,13700.929688,13700.929688,56490500
2022-08-11,13747.070313,13763.259766,13661.169922,13694.509766,13694.509766,54583800
2022-08-12,13709.830078,13813.049805,13705.019531,13795.849609,13795.849609,58498800
2022-08-15,13847.879883,13857.980469,13736.000000,13816.610352,13816.610352,37843500
2022-08-16,13849.620117,13947.849609,13824.969727,13910.120117,13910.120117,50947100
2022-08-17,13928.120117,13930.570313,13610.440430,13626.709961,13626.709961,57254300
2022-08-18,13653.820313,13775.660156,13638.160156,13697.410156,13697.410156,47668000
2022-08-19,13591.240234,13660.339844,13525.690430,13544.519531,13544.519531,65997300
2022-08-22,13471.440430,13510.290039,13189.269531,13230.570313,13230.570313,68371700
2022-08-23,13163.519531,13298.259766,13156.440430,13194.230469,13194.230469,53963000
2022-08-24,13131.120117,13238.610352,13085.200195,13220.059570,13220.059570,46809500
2022-08-25,13328.490234,13364.549805,13210.990234,13271.959961,13271.959961,41621200
2022-08-26,13335.099609,13375.019531,12939.959961,12971.469727,12971.469727,67305400
2022-08-29,12838.419922,12942.459961,12758.440430,12892.990234,12892.990234,54303000
2022-08-30,12919.429688,13154.150391,12885.080078,12961.139648,12961.139648,62479300
2022-08-31,13018.480469,13020.540039,12814.809570,12834.959961,12834.959961,82999700
2022-09-01,12713.750000,12743.049805,12603.580078,12630.230469,12630.230469,61602700
2022-09-02,12768.440430,13051.570313,12736.009766,13050.269531,13050.269531,67336800
2022-09-05,12827.580078,12827.580078,12617.400391,12760.780273,12760.780273,62869400
2022-09-06,12807.269531,12927.790039,12760.040039,12871.440430,12871.440430,53636500
2022-09-07,12770.719727,12953.990234,12736.089844,12915.969727,12915.969727,67128300
2022-09-08,12985.610352,13008.820313,12688.870117,12904.320313,12904.320313,71242600
2022-09-09,12926.150391,13121.129883,12925.570313,13088.209961,13088.209961,67719300
2022-09-12,13171.919922,13441.540039,13165.780273,13402.269531,13402.269531,67046400
2022-09-13,13450.389648,13564.830078,13183.190430,13188.950195,13188.950195,68434200
2022-09-14,13131.339844,13192.820313,12952.089844,13028.000000,13028.000000,62448700
2022-09-15,13040.360352,13111.379883,12927.200195,12956.660156,12956.660156,67761600
2022-09-16,12814.919922,12815.330078,12699.219727,12741.259766,12741.259766,148557300
2022-09-19,12685.290039,12866.700195,12606.639648,12803.240234,12803.240234,49575200
2022-09-20,12849.780273,12936.570313,12638.219727,12670.830078,12670.830078,62735600
2022-09-21,12555.309570,12771.780273,12520.809570,12767.150391,12767.150391,55268200
2022-09-22,12531.660156,12781.559570,12526.610352,12531.629883,12531.629883,66525600
2022-09-23,12506.639648,12521.250000,12180.759766,12284.190430,12284.190430,86711600
2022-09-26,12231.839844,12368.490234,12184.000000,12227.919922,12227.919922,67273900
2022-09-27,12332.849609,12414.089844,12139.679688,12139.679688,12139.679688,78962200
2022-09-28,12025.429688,12198.370117,11862.839844,12183.280273,12183.280273,96220900
2022-09-29,12143.209961,12147.309570,11866.980469,11975.549805,11975.549805,87998400
2022-09-30,12063.089844,12137.769531,11973.910156,12114.360352,12114.360352,89235000
2022-10-03,11951.839844,12227.870117,11893.940430,12209.480469,12209.480469,63674200
2022-10-04,12360.719727,12673.349609,12358.980469,12670.480469,12670.480469,80240300
2022-10-05,12611.070313,12661.879883,12455.360352,12517.179688,12517.179688,62392400
2022-10-06,12593.410156,12643.219727,12421.889648,12470.780273,12470.780273,53529600
2022-10-07,12414.780273,12497.519531,12272.589844,12273.000000,12273.000000,56973200
2022-10-10,12175.519531,12410.830078,12174.629883,12272.940430,12272.940430,68341800
2022-10-11,12168.660156,12258.150391,12097.679688,12220.250000,12220.250000,64611700
2022-10-12,12207.969727,12298.620117,12104.620117,12172.259766,12172.259766,67186400
2022-10-13,12114.230469,12379.240234,12000.429688,12355.580078,12355.580078,88446300
2022-10-14,12549.019531,12676.419922,12395.990234,12437.809570,12437.809570,82478300
2022-10-17,12467.540039,12716.809570,12398.049805,12649.030273,12649.030273,57195500
2022-10-18,12788.530273,12931.759766,12746.360352,12765.610352,12765.610352,65991900
2022-10-19,12817.629883,12819.110352,12705.259766,12741.410156,12741.410156,63632000
2022-10-20,12685.160156,12818.339844,12628.780273,12767.410156,12767.410156,52824400
2022-10-21,12641.120117,12775.519531,12548.150391,12730.900391,12730.900391,82221400
2022-10-24,12868.769531,13020.450195,12747.379883,12931.450195,12931.450195,62919300
2022-10-25,12965.190430,13053.240234,12789.259766,13052.959961,13052.959961,69239900
2022-10-26,13054.490234,13203.240234,13023.400391,13195.809570,13195.809570,65691700
2022-10-27,13152.990234,13259.490234,13062.040039,13211.230469,13211.230469,72246300
2022-10-28,13072.919922,13250.660156,13051.250000,13243.330078,13243.330078,64191000
2022-10-31,13254.309570,13307.089844,13216.480469,13253.740234,13253.740234,59049500
2022-11-01,13344.849609,13444.070313,13287.070313,13338.740234,13338.740234,51443700
2022-11-02,13369.330078,13398.639648,13255.070313,13256.740234,13256.740234,54426400
2022-11-03,13130.969727,13194.320313,13022.639648,13130.190430,13130.190430,52294100
2022-11-04,13201.240234,13542.349609,13193.509766,13459.849609,13459.849609,76643400
2022-11-07,13398.790039,13611.299805,13391.000000,13533.519531,13533.519531,56990600
2022-11-08,13506.650391,13689.610352,13487.910156,13688.750000,13688.750000,60728100
2022-11-09,13653.980469,13691.120117,13557.080078,13666.320313,13666.320313,64013300
2022-11-10,13603.790039,14157.250000,13599.349609,14146.089844,14146.089844,114862700
2022-11-11,14179.389648,14263.530273,14172.469727,14224.860352,14224.860352,103682300
2022-11-14,14295.809570,14431.179688,14243.349609,14313.299805,14313.299805,72405100
2022-11-15,14372.419922,14440.780273,14266.419922,14378.509766,14378.509766,77960600
2022-11-16,14374.860352,14382.620117,14195.309570,14234.030273,14234.030273,76202800
2022-11-17,14348.459961,14384.540039,14149.700195,14266.379883,14266.379883,58048700
2022-11-18,14320.610352,14457.759766,14300.209961,14431.860352,14431.860352,93252600
2022-11-21,14395.530273,14425.950195,14321.839844,14379.929688,14379.929688,48082900
2022-11-22,14352.540039,14485.490234,14343.799805,14422.349609,14422.349609,50364700
2022-11-23,14438.200195,14446.330078,14363.509766,14427.589844,14427.589844,51115900
2022-11-24,14456.150391,14570.709961,14447.549805,14539.559570,14539.559570,50503400
2022-11-25,14547.580078,14571.660156,14498.049805,14541.379883,14541.379883,46218800
2022-11-28,14471.099609,14514.730469,14374.150391,14383.360352,14383.360352,53336900
2022-11-29,14404.669922,14429.870117,14327.040039,14355.450195,14355.450195,51089400
2022-11-30,14429.219727,14487.700195,14363.320313,14397.040039,14397.040039,97644000
2022-12-01,14543.799805,14563.700195,14423.790039,14490.299805,14490.299805,61595900
2022-12-02,14465.700195,14584.589844,14372.419922,14529.389648,14529.389648,55190800
2022-12-05,14487.429688,14507.160156,14394.370117,14447.610352,14447.610352,50074900
2022-12-06,14406.870117,14471.500000,14305.259766,14343.190430,14343.190430,50930900
2022-12-07,14304.950195,14372.349609,14218.179688,14261.190430,14261.190430,52784800
2022-12-08,14277.750000,14298.809570,14196.769531,14264.559570,14264.559570,47362200
2022-12-09,14325.799805,14385.570313,14217.959961,14354.980469,14354.980469,0
